,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
988,1,133052.0,0.0,3,1,1,17424.0,15.0,0.0,0.0,5843,0
989,1,37252.0,0.0,3,1,1,15774.0,19.0,0.0,0.0,5842,0
990,0,15241.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5840,0
991,2,21101.0,0.0,1,1,1,7171.0,32.0,0.0,0.0,5839,1
992,1,80612.0,0.0,4,1,1,32334.0,20.0,0.0,0.0,5839,0
993,2,45542.0,0.0,5,1,1,57626.25,14.0,0.0,0.0,5835,1
994,2,5274.0,0.0,1,1,1,2074.0,11.0,0.0,0.0,5834,1
995,1,101089.0,0.0,3,1,1,23503.0,17.0,0.0,0.0,5834,0
996,0,7560.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5833,0
997,2,203218.75,0.0,5,1,1,57626.25,16.0,0.0,0.0,5832,1
998,4,192046.0,0.0,4,1,1,54818.0,38.0,777.5,2.5,5829,0
999,1,203218.75,0.0,5,1,1,50120.0,12.0,0.0,0.0,5826,0
1000,1,141491.0,0.0,5,1,1,57626.25,6.0,0.0,0.0,5827,0
1001,2,89527.0,0.0,3,1,1,22206.0,14.0,0.0,0.0,5821,1
1002,0,203218.75,0.0,1,1,1,0.0,0.0,0.0,0.0,5822,0
1003,1,49430.0,0.0,4,1,1,31471.0,16.0,0.0,0.0,5822,0
1004,1,114070.0,0.0,2,1,1,16293.0,24.0,250.0,1.0,5818,0
1005,1,124004.0,0.0,2,1,1,9982.0,12.0,0.0,0.0,5815,0
1006,0,10497.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5815,0
1007,2,8327.0,0.0,1,1,1,2900.0,4.0,150.0,1.0,5814,1
1008,0,25463.0,0.0,2,1,1,7973.0,14.0,0.0,0.0,5813,0
1009,2,85036.0,0.0,4,1,1,43825.0,21.0,0.0,0.0,5807,1
1010,2,11449.0,0.0,1,1,1,24415.0,11.0,0.0,0.0,5864,1
1011,0,54392.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5807,0
1012,0,52577.0,0.0,1,1,1,441.0,12.0,0.0,0.0,5804,0
1013,2,80174.0,0.0,1,1,1,500.0,1.0,0.0,0.0,5804,1
1014,3,96827.0,0.0,1,1,1,12100.0,19.0,777.5,2.5,5801,0
1015,2,9489.0,0.0,1,1,1,5359.0,14.0,0.0,0.0,5807,1
1016,2,57587.0,0.0,1,1,1,2620.0,6.0,0.0,0.0,5799,1
1017,1,131306.0,0.0,3,1,1,32115.0,15.0,0.0,0.0,5797,0
1018,1,39985.0,0.0,3,1,1,15103.0,21.0,0.0,0.0,5794,0
1019,3,71627.0,0.0,1,1,1,3225.0,9.0,600.0,2.0,5793,0
1020,3,161396.0,0.0,3,1,1,26695.0,11.0,777.5,2.0,5792,0
1021,3,81300.0,0.0,1,1,1,3750.0,5.0,250.0,2.5,5791,0
1022,4,66015.0,0.0,2,1,1,26706.0,30.0,777.5,2.5,5790,1
1023,0,7800.0,0.0,1,1,1,200.0,1.0,0.0,0.0,5787,0
1024,0,27348.0,0.0,1,1,1,3084.0,4.0,0.0,0.0,5824,0
1025,3,153554.0,0.0,1,1,1,11786.0,6.0,777.5,2.5,5784,1
1026,0,42990.0,0.0,1,1,1,5345.0,3.0,0.0,0.0,5804,0
1027,2,16664.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5778,1
1028,1,37618.0,0.0,3,1,1,17385.0,7.0,0.0,0.0,5818,0
1029,1,53384.0,0.0,3,1,1,16907.0,12.0,0.0,0.0,5778,0
1030,3,43326.0,0.0,1,1,1,1100.0,7.0,777.5,2.5,5776,0
1031,1,113683.0,0.0,3,1,1,11821.0,12.0,0.0,0.0,5773,0
1032,4,77930.0,0.0,4,1,1,37541.0,35.0,777.5,2.5,5773,1
1033,2,27625.0,0.0,3,1,1,27799.0,16.0,500.0,1.0,5772,1
1034,3,33835.0,0.0,1,1,1,2280.0,7.0,777.5,2.0,5771,0
1035,3,170049.0,0.0,2,1,1,10232.0,16.0,750.0,2.0,5770,0
1036,1,154664.0,0.0,4,1,3,57626.25,33.0,0.0,0.0,5769,0
1037,2,36935.0,0.0,4,1,1,34448.0,17.0,0.0,0.0,5766,1
1038,0,67904.0,0.0,1,1,1,81.0,1.0,0.0,0.0,5764,0
1039,2,57434.0,0.0,2,1,1,11140.0,16.0,0.0,0.0,5770,1
1040,0,11031.0,0.0,1,1,1,1600.0,5.0,0.0,0.0,5762,0
1041,3,78268.0,0.0,1,1,1,6172.0,13.0,500.0,1.0,5758,0
1042,2,98213.0,0.0,5,1,1,57626.25,29.0,0.0,0.0,5755,1
1043,2,9430.0,0.0,3,1,1,11323.0,13.0,0.0,0.0,5756,1
1044,2,5195.0,0.0,1,1,1,33050.0,3.0,50.0,1.0,5755,1
1045,0,9793.0,0.0,1,1,1,3100.0,2.0,0.0,0.0,5755,0
1046,2,34690.0,0.0,3,1,1,18124.0,14.0,0.0,0.0,5752,1
1047,1,138368.0,0.0,5,1,1,57626.25,13.0,0.0,0.0,5755,0
1048,1,63547.0,0.0,4,1,1,31745.0,14.0,0.0,0.0,5748,0
1049,1,203218.75,0.0,4,1,1,51202.0,20.0,0.0,0.0,5745,0
1050,0,14106.0,0.0,1,1,1,475.0,4.0,0.0,0.0,5749,0
1051,3,44026.0,0.0,2,1,1,12282.0,18.0,634.0,1.0,5738,0
1052,2,62183.0,0.0,4,1,1,38635.0,18.0,0.0,0.0,5738,1
1053,4,165534.0,0.0,5,1,1,57626.25,18.0,777.5,2.0,5736,1
1054,1,45358.0,0.0,3,1,1,14507.0,9.0,0.0,0.0,5735,0
1055,2,72325.0,0.0,5,1,1,56792.0,16.0,0.0,0.0,5731,1
1056,1,190285.0,0.0,5,1,1,57626.25,16.0,348.0,1.0,5728,0
1057,1,203218.75,0.0,3,1,1,16106.0,15.0,0.0,0.0,5728,0
1058,4,203218.75,0.0,5,1,1,57626.25,27.0,650.0,2.5,5724,1
1059,3,161546.0,0.0,1,1,1,8042.0,6.0,600.0,2.0,5722,0
1060,0,38884.0,0.0,1,1,1,2850.0,13.0,500.0,1.0,5729,0
1061,3,42040.0,0.0,1,1,1,14189.0,17.0,777.5,2.5,5717,1
1062,0,96988.0,0.0,2,1,1,7761.0,14.0,0.0,0.0,5715,0
1063,2,24394.0,0.0,1,1,1,3250.0,3.0,250.0,1.0,5713,1
1064,4,203218.75,0.0,5,1,1,57626.25,29.0,777.5,2.5,5710,1
1065,2,39313.0,0.0,3,1,1,24091.0,16.0,0.0,0.0,5706,1
1066,3,468.0,0.0,1,1,1,26650.0,14.0,550.0,2.5,5708,1
1067,4,146014.0,0.0,4,1,1,26366.0,17.0,700.0,2.5,5822,0
1068,2,42999.0,0.0,4,1,1,33801.0,12.0,350.0,1.0,5653,1
1069,1,37163.0,0.0,3,1,1,19318.0,14.0,0.0,0.0,4988,0
1070,2,6158.0,0.0,4,1,1,27754.0,14.0,0.0,0.0,5546,1
1071,1,108904.0,0.0,3,1,1,19931.0,17.0,0.0,0.0,5255,0
1072,0,25168.0,0.0,1,1,1,500.0,1.0,500.0,1.0,5547,0
1073,1,68454.0,0.0,3,1,1,13667.0,12.0,0.0,0.0,5559,0
1074,0,70877.0,0.0,2,1,1,8956.0,15.0,0.0,0.0,5696,0
1075,0,1057.0,0.0,1,1,1,433.0,5.0,0.0,0.0,5622,0
1076,2,35342.0,0.0,5,1,1,57626.25,12.0,0.0,0.0,5534,1
1077,0,16992.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5582,0
1078,2,2558.0,0.0,1,1,1,6264.0,10.0,0.0,0.0,5581,1
1079,2,196093.0,0.0,1,1,1,14000.0,3.0,0.0,0.0,5595,1
1080,2,203218.75,0.0,1,1,1,10000.0,1.0,0.0,0.0,5472,1
1081,0,88500.0,0.0,1,1,1,2500.0,2.0,0.0,0.0,5090,0
1082,0,8719.0,0.0,1,1,1,2000.0,9.0,0.0,0.0,5671,0
1083,2,36936.0,0.0,1,1,1,2875.0,16.0,0.0,0.0,5492,1
1084,2,203218.75,0.0,2,1,1,6027.0,12.0,0.0,0.0,5587,1
1085,1,203218.75,0.0,4,1,1,48708.0,17.0,0.0,0.0,5657,0
1086,0,75428.0,0.0,2,1,1,7539.0,14.0,0.0,0.0,5609,0
1087,2,34383.0,0.0,3,1,1,22956.0,12.0,0.0,0.0,5611,1
1088,0,82120.0,0.0,1,1,1,8000.0,3.0,0.0,0.0,5619,0
1089,0,34546.0,0.0,1,1,1,1500.0,2.0,0.0,0.0,5612,0
1090,0,92641.0,0.0,1,1,1,5265.0,6.0,0.0,0.0,5568,0
1091,3,95100.0,0.0,1,1,1,1250.0,3.0,777.5,2.5,5671,0
1092,0,19960.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4896,0
1093,2,47150.0,0.0,4,1,1,39561.0,18.0,0.0,0.0,5577,1
1094,2,1650.0,0.0,1,1,1,1250.0,3.0,250.0,1.0,5554,1
1095,3,100992.0,0.0,1,1,1,8144.0,16.0,409.0,2.0,5422,1
1096,2,68610.0,0.0,2,1,1,6115.0,12.0,0.0,0.0,5349,1
1097,1,75684.0,0.0,2,1,1,27320.0,9.0,0.0,0.0,5316,0
1098,0,42438.0,0.0,1,1,1,519.0,10.0,0.0,0.0,5349,0
1099,2,17645.0,0.0,4,1,1,57626.25,20.0,0.0,0.0,5660,1
1100,0,24545.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5671,0
1101,1,84633.0,0.0,3,1,1,10771.0,10.0,0.0,0.0,5479,0
1102,4,103891.0,0.0,5,1,1,57626.25,21.0,777.5,2.5,5699,1
1103,4,39847.0,0.0,5,1,1,57626.25,38.0,150.0,1.0,5694,1
1104,1,47938.0,0.0,3,1,1,12656.0,13.0,0.0,0.0,5708,0
1105,4,88929.0,0.0,4,1,1,44932.0,20.0,650.0,2.0,5694,1
1106,1,129866.0,0.0,5,1,1,57626.25,30.0,0.0,0.0,5692,0
1107,0,22585.0,0.0,1,1,1,3430.0,3.0,0.0,0.0,5689,0
1108,4,47394.0,0.0,2,1,1,31347.0,19.0,777.5,2.5,5688,1
1109,0,73640.0,0.0,2,1,1,10192.0,14.0,0.0,0.0,5156,0
1110,1,203218.75,0.0,4,1,1,51296.0,20.0,500.0,1.0,5087,0
1111,2,203218.75,0.0,5,1,1,57626.25,27.0,0.0,0.0,5028,1
1112,4,117543.0,0.0,4,1,1,32355.0,21.0,600.0,2.0,4954,0
1113,1,102803.0,0.0,5,1,1,57626.25,20.0,0.0,0.0,5701,0
1114,1,89945.0,0.0,2,1,1,14218.0,16.0,350.0,1.0,5680,0
1115,2,203218.75,0.0,1,1,1,24215.0,8.0,322.0,1.0,5678,1
1116,1,69337.0,0.0,3,1,1,17740.0,13.0,0.0,0.0,5667,0
1117,1,140866.0,0.0,3,1,1,15906.0,17.0,0.0,0.0,5672,0
1118,0,25634.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5663,0
1119,1,82078.0,0.0,4,1,1,40279.0,9.0,0.0,0.0,5664,0
1120,0,33327.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,5664,0
1121,1,95783.0,0.0,3,1,1,14506.0,13.0,0.0,0.0,5659,0
1122,3,27591.0,0.0,1,1,1,8209.0,34.0,777.5,2.5,5659,0
1123,2,82114.0,0.0,5,1,1,57626.25,15.0,0.0,0.0,5658,1
1124,4,15917.0,0.0,5,1,1,57626.25,25.0,200.0,2.0,5653,1
1125,1,140511.0,0.0,4,1,1,32105.0,16.0,0.0,0.0,5651,0
1126,4,203218.75,0.0,2,1,1,18202.0,30.0,777.5,2.5,5652,1
1127,0,28223.0,0.0,2,1,1,8625.0,12.0,0.0,0.0,5651,0
1128,1,33129.0,0.0,3,1,1,30775.0,14.0,500.0,1.0,5647,0
1129,0,1625.0,0.0,1,1,1,1375.0,4.0,0.0,0.0,1547,0
1130,4,52819.0,0.0,4,1,1,37535.0,15.0,777.5,2.0,5645,1
1131,2,3507.0,0.0,1,1,1,14500.0,7.0,0.0,0.0,5643,1
1132,0,14769.0,0.0,1,1,1,500.0,1.0,0.0,0.0,5639,0
1133,0,37215.0,0.0,2,1,1,8199.0,8.0,0.0,0.0,5637,0
1134,4,115655.0,0.0,4,1,1,57626.25,21.0,500.0,1.0,5631,1
1135,4,179251.0,0.0,3,1,1,14775.0,16.0,200.0,2.0,5629,1
1136,2,24418.0,0.0,2,1,1,12533.0,13.0,0.0,0.0,5626,1
1137,3,34562.0,0.0,1,1,1,1770.0,9.0,250.0,2.5,5622,0
1138,2,144570.0,0.0,4,1,1,49052.0,15.0,0.0,0.0,5617,1
1139,0,24813.0,0.0,1,1,1,4066.0,10.0,0.0,0.0,5225,0
1140,2,48803.0,0.0,5,1,1,57626.25,14.0,0.0,0.0,5107,1
1141,2,22116.0,0.0,3,1,1,20809.0,14.0,0.0,0.0,5463,1
1142,0,8516.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5566,0
1143,1,36079.0,0.0,3,1,1,22506.0,22.0,150.0,1.0,5323,0
1144,2,16872.0,0.0,1,1,1,28964.0,7.0,0.0,0.0,5479,1
1145,2,62895.0,0.0,1,1,1,8500.0,4.0,0.0,0.0,5520,1
1146,3,7383.0,0.0,1,1,1,7225.0,11.0,777.5,2.5,5238,1
1147,2,2261.0,0.0,1,1,1,15062.0,2.0,0.0,0.0,5556,1
1148,3,66950.0,0.0,1,1,1,17303.0,20.0,777.5,2.5,5464,1
1149,0,84856.0,0.0,1,2,1,6894.0,13.0,0.0,0.0,5547,0
1150,3,71128.0,0.0,1,1,1,17950.0,17.0,777.5,2.5,5162,1
1151,0,39654.0,0.0,1,1,1,1625.0,6.0,0.0,0.0,5518,0
1152,0,25214.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,5598,0
1153,1,48775.0,0.0,3,1,1,17494.0,15.0,0.0,0.0,5588,0
1154,2,81952.0,0.0,5,1,1,57626.25,22.0,0.0,0.0,5427,1
1155,2,46535.0,0.0,3,1,1,25891.0,14.0,150.0,1.0,5399,1
1156,0,23130.0,0.0,1,1,1,5032.0,10.0,0.0,0.0,5500,0
1157,1,100443.0,0.0,3,1,1,12744.0,21.0,0.0,0.0,5492,0
1158,1,139664.0,0.0,5,1,1,57626.25,14.0,0.0,0.0,5505,0
1159,0,31769.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5464,0
1160,2,60170.0,0.0,3,1,1,17235.0,14.0,0.0,0.0,5351,1
1161,0,33373.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5427,0
1162,1,59385.0,0.0,3,1,1,22914.0,11.0,0.0,0.0,5476,0
1163,1,203218.75,0.0,5,1,1,57626.25,38.0,0.0,0.0,5517,0
1164,2,23379.0,0.0,2,1,1,11712.0,25.0,0.0,0.0,5499,1
1165,1,22372.0,0.0,3,1,1,14766.0,12.0,0.0,0.0,4950,0
1166,0,23120.0,0.0,1,1,1,4231.0,7.0,0.0,0.0,5615,0
1167,0,46157.0,0.0,1,1,1,1625.0,3.0,500.0,1.0,5609,0
1168,4,94896.0,0.0,4,1,1,38127.0,15.0,500.0,1.0,5602,1
1169,2,12091.0,0.0,4,1,1,29271.0,15.0,0.0,0.0,5609,1
1170,2,56451.0,0.0,2,1,1,9302.0,11.0,0.0,0.0,5597,1
1171,4,106309.0,0.0,3,1,1,21873.0,22.0,777.5,2.5,5594,1
1172,3,121853.0,0.0,3,1,1,18120.0,18.0,777.5,2.5,5589,0
1173,2,4137.0,0.0,3,1,1,15891.0,19.0,0.0,0.0,5588,1
1174,2,21676.0,0.0,3,1,1,15392.0,15.0,100.0,1.0,5584,1
1175,1,36644.0,0.0,3,1,1,14506.0,13.0,0.0,0.0,5583,0
1176,3,77102.0,0.0,3,1,1,13175.0,20.0,777.5,2.5,5581,0
1177,2,32214.0,0.0,3,1,1,12717.0,10.0,0.0,0.0,5576,1
1178,1,42351.0,0.0,4,1,1,28959.0,14.0,0.0,0.0,5594,0
1179,0,34450.0,0.0,1,1,1,26996.0,7.0,0.0,0.0,5566,0
1180,0,4151.0,0.0,1,1,1,375.0,3.0,0.0,0.0,5570,0
1181,2,60646.0,0.0,5,1,1,57011.0,18.0,50.0,1.0,5559,1
1182,2,44331.0,0.0,1,1,1,2850.0,3.0,350.0,1.0,5555,1
1183,1,76742.0,0.0,3,1,1,17910.0,13.0,0.0,0.0,5547,0
1184,0,27993.0,0.0,1,1,1,6000.0,3.0,0.0,0.0,5542,0
1185,1,67770.0,0.0,3,1,1,23960.0,15.0,0.0,0.0,5539,0
1186,2,30554.0,0.0,4,1,1,38243.0,25.0,0.0,0.0,5324,1
1187,3,123646.0,0.0,1,1,1,12450.0,30.0,777.5,2.5,5069,1
1188,3,203218.75,0.0,1,1,1,18372.0,15.0,777.5,2.5,5373,1
1189,0,6584.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5118,0
1190,0,17489.0,0.0,1,1,1,5565.0,4.0,0.0,0.0,5380,0
1191,0,28941.0,0.0,1,1,1,2935.0,6.0,0.0,0.0,4692,0
1192,0,19085.0,0.0,1,1,1,827.0,11.0,0.0,0.0,5244,0
1193,4,56480.0,0.0,4,1,1,35841.0,31.0,500.0,1.0,5401,1
1194,0,8320.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5164,0
1195,0,13640.0,0.0,1,1,1,1500.0,5.0,0.0,0.0,4923,0
1196,3,14739.0,0.0,1,1,1,1800.0,4.0,777.5,2.5,5332,1
1197,0,30594.0,0.0,1,1,1,3250.0,12.0,0.0,0.0,5017,0
1198,0,11162.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4950,0
1199,0,15964.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5325,0
1200,2,5583.0,0.0,1,1,1,3147.0,14.0,0.0,0.0,5365,1
1201,0,38822.0,0.0,1,1,1,2000.0,9.0,0.0,0.0,5304,0
1202,0,2305.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5105,0
1203,0,39372.0,0.0,1,1,1,4296.0,10.0,0.0,0.0,5190,0
1204,2,25125.0,0.0,1,1,1,1875.0,8.0,0.0,0.0,5147,1
1205,0,10288.0,0.0,1,1,1,1250.0,3.0,0.0,0.0,5532,0
1206,3,135149.0,0.0,1,1,1,15300.0,19.0,777.5,2.5,5267,1
1207,3,4916.0,0.0,1,1,1,900.0,3.0,777.5,2.0,5107,1
1208,4,163976.0,0.0,4,1,1,39098.0,18.0,777.5,2.5,4922,0
1209,0,203218.75,0.0,1,1,1,3600.0,4.0,100.0,1.0,5412,0
1210,4,104442.0,0.0,4,1,1,38180.0,23.0,777.5,2.5,5029,0
1211,1,131992.0,0.0,3,1,1,12504.0,16.0,0.0,0.0,5372,0
1212,0,2278.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5175,0
1213,4,34086.0,0.0,3,1,1,19669.0,18.0,777.5,2.5,5344,1
1214,0,8740.0,0.0,1,1,1,1250.0,3.0,0.0,0.0,5395,0
1215,1,203218.75,0.0,4,1,1,40945.0,13.0,0.0,0.0,5379,0
1216,2,26748.0,0.0,3,1,1,11981.0,14.0,0.0,0.0,5408,1
1217,3,65969.0,0.0,1,1,1,2550.0,5.0,777.5,2.5,5419,0
1218,0,10009.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5353,0
1219,3,203218.75,0.0,1,1,1,28904.0,9.0,777.5,2.5,5408,1
1220,3,40965.0,0.0,1,1,1,9850.0,11.0,777.5,2.5,5429,1
1221,2,57509.0,0.0,4,1,1,52449.0,19.0,150.0,1.0,5441,1
1222,2,71503.0,0.0,1,1,1,7819.0,17.0,0.0,0.0,5080,1
1223,1,110247.0,0.0,3,1,1,13690.0,16.0,0.0,0.0,5272,0
1224,4,83572.0,0.0,5,1,1,57626.25,27.0,777.5,2.5,5231,1
1225,1,106234.0,0.0,2,1,1,11160.0,26.0,0.0,0.0,5238,0
1226,2,28205.0,0.0,5,1,1,57626.25,16.0,0.0,0.0,5267,1
1227,2,7239.0,0.0,3,1,1,15835.0,15.0,0.0,0.0,5343,1
1228,0,63638.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5155,0
1229,3,31967.0,0.0,1,1,1,1600.0,4.0,350.0,2.0,5101,0
1230,0,97752.0,0.0,1,1,1,3676.0,10.0,0.0,0.0,5309,0
1231,0,8327.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5268,0
1232,2,10179.0,0.0,2,1,1,5321.0,15.0,0.0,0.0,4989,1
1233,0,23786.0,0.0,1,1,1,16950.0,4.0,0.0,0.0,5364,0
1234,3,33020.0,0.0,1,1,1,6155.0,25.0,777.5,2.5,5322,0
1235,0,35316.0,0.0,1,1,1,1250.0,4.0,500.0,1.0,5330,0
1236,3,146086.0,0.0,1,1,1,6950.0,17.0,777.5,2.5,5345,0
1237,0,15352.0,0.0,1,1,1,1350.0,4.0,0.0,0.0,5359,0
1238,0,13522.0,0.0,1,1,1,5000.0,1.0,0.0,0.0,5162,0
1239,0,13949.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5374,0
1240,3,99405.0,0.0,1,1,1,14150.0,11.0,777.5,2.5,5400,1
1241,1,50016.0,0.0,3,1,1,13495.0,14.0,0.0,0.0,4548,0
1242,0,23696.0,0.0,2,1,1,5577.0,10.0,0.0,0.0,5531,0
1243,0,55384.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5309,0
1244,1,166465.0,0.0,4,1,4,57626.25,30.0,0.0,0.0,5531,0
1245,4,95207.0,0.0,3,1,1,30652.0,30.0,777.5,2.5,5531,1
1246,0,80431.0,0.0,1,1,1,2150.0,2.0,150.0,1.0,5531,0
1247,4,49288.0,0.0,3,1,1,12538.0,19.0,600.0,2.0,5353,1
1248,3,81291.0,0.0,2,1,1,10522.0,14.0,777.5,1.0,5154,0
1249,3,48877.0,0.0,2,1,1,11761.0,35.0,371.0,2.0,5371,1
1250,4,164884.0,0.0,4,1,1,35226.0,18.0,777.5,2.0,5283,1
1251,0,29707.0,0.0,1,1,1,300.0,3.0,0.0,0.0,5275,0
1252,3,26325.0,0.0,2,1,1,14559.0,20.0,777.5,2.0,5521,1
1253,0,28553.0,0.0,3,1,1,13844.0,5.0,0.0,0.0,5517,0
1254,1,152421.0,0.0,3,1,1,17045.0,20.0,500.0,1.0,5510,0
1255,2,17699.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5505,1
1256,3,70565.0,0.0,1,1,1,25261.0,15.0,750.0,2.0,5499,1
1257,0,15450.0,0.0,1,1,1,50.0,1.0,50.0,1.0,5499,0
1258,2,71736.0,0.0,5,1,1,53602.0,25.0,50.0,1.0,5485,1
1259,1,37926.0,0.0,3,1,1,25153.0,7.0,0.0,0.0,5845,0
1260,1,58628.0,0.0,3,1,1,22581.0,13.0,0.0,0.0,5471,0
1261,3,31007.0,0.0,1,1,1,5700.0,6.0,777.5,2.5,5465,1
1262,3,11494.0,0.0,1,1,1,8425.0,15.0,777.5,2.5,5487,1
1263,0,27469.0,0.0,1,1,1,1.0,3.0,0.0,0.0,5461,0
1264,0,44760.0,0.0,1,1,1,3105.0,6.0,100.0,2.0,5455,0
1265,2,7210.0,0.0,1,1,1,2402.0,13.0,0.0,0.0,5449,1
1266,2,92402.0,0.0,4,1,1,40825.0,14.0,0.0,0.0,5443,1
1267,2,22831.0,0.0,1,1,1,4500.0,15.0,0.0,0.0,5442,1
1268,2,59113.0,0.0,4,1,1,46808.0,32.0,0.0,0.0,5435,1
1269,2,24608.0,0.0,5,1,1,57626.25,21.0,0.0,0.0,5430,1
1270,0,16103.0,0.0,1,3,1,10819.0,13.0,0.0,0.0,5427,0
1271,3,51261.0,0.0,1,1,1,2000.0,4.0,777.5,2.5,4904,1
1272,0,24698.0,0.0,1,1,1,1329.0,5.0,500.0,1.0,4267,0
1273,4,88177.0,0.0,5,1,1,53468.0,19.0,400.0,1.0,5080,1
1274,0,74453.0,0.0,1,1,1,5500.0,3.0,0.0,0.0,5181,0
1275,0,39601.0,0.0,1,1,1,4066.0,12.0,0.0,0.0,5434,0
1276,0,1227.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5786,0
1277,2,138254.0,0.0,1,1,1,24100.0,9.0,0.0,0.0,5420,1
1278,2,18046.0,0.0,1,1,1,162.0,4.0,0.0,0.0,5416,1
1279,0,108395.0,0.0,2,1,1,8598.0,8.0,0.0,0.0,5416,0
1280,0,21839.0,0.0,1,1,1,1375.0,4.0,0.0,0.0,5411,0
1281,4,11542.0,0.0,4,1,1,49100.0,16.0,777.5,2.5,5405,1
1282,4,41648.0,0.0,4,1,1,32117.0,35.0,777.5,2.5,5408,1
1283,2,39908.0,0.0,4,1,1,45824.0,29.0,0.0,0.0,5394,1
1284,0,14889.0,0.0,1,1,1,1500.0,2.0,0.0,0.0,5393,0
1285,4,103796.0,0.0,5,1,1,57626.25,26.0,250.0,1.0,5021,1
1286,0,69323.0,0.0,1,1,1,5140.0,2.0,0.0,0.0,4786,0
1287,0,21599.0,0.0,2,1,1,5561.0,13.0,0.0,0.0,5302,0
1288,2,60936.0,0.0,5,1,1,56381.0,17.0,0.0,0.0,5051,1
1289,2,148053.0,0.0,1,1,1,10250.0,2.0,250.0,1.0,5301,1
1290,0,10702.0,0.0,1,1,1,200.0,2.0,200.0,2.0,5272,0
1291,2,249.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,5204,1
1292,3,36290.0,0.0,1,1,1,8600.0,13.0,777.5,2.5,5111,1
1293,1,157416.0,0.0,5,1,1,57626.25,16.0,0.0,0.0,5132,0
1294,2,1511.0,0.0,1,1,1,2250.0,11.0,0.0,0.0,5051,1
1295,1,184701.0,0.0,4,1,1,45629.0,13.0,500.0,1.0,4989,0
1296,0,139298.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4965,0
1297,0,82380.0,0.0,1,1,1,2601.0,13.0,0.0,0.0,5071,0
1298,3,115591.0,0.0,1,1,1,9500.0,20.0,777.5,2.5,4967,1
1299,3,107333.0,0.0,1,1,1,4374.0,5.0,777.5,2.5,5063,0
1300,4,203218.75,0.0,3,1,4,43993.0,38.0,777.5,2.5,5030,0
1301,0,23023.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5087,0
1302,3,43403.0,0.0,1,1,1,3350.0,12.0,777.5,2.5,3930,1
1303,0,15719.0,0.0,2,1,1,5740.0,13.0,0.0,0.0,4974,0
1304,0,128676.0,0.0,1,1,1,8500.0,3.0,0.0,0.0,5164,0
1305,3,8836.0,0.0,1,1,1,4788.0,6.0,777.5,2.5,4544,1
1306,4,94875.0,0.0,5,1,1,57626.25,25.0,777.5,2.5,4736,1
1307,0,27243.0,0.0,2,1,1,6785.0,12.0,0.0,0.0,4606,0
1308,0,64969.0,0.0,1,1,1,1135.0,13.0,0.0,0.0,4996,0
1309,0,6112.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5072,0
1310,1,71784.0,0.0,4,1,1,39276.0,20.0,0.0,0.0,4936,0
1311,0,31484.0,0.0,1,1,1,3125.0,11.0,0.0,0.0,4117,0
1312,0,17995.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4994,0
1313,4,40994.0,0.0,4,1,1,26916.0,15.0,500.0,1.0,5078,1
1314,4,203218.75,0.0,5,1,1,57626.25,31.0,777.5,2.5,4666,1
1315,1,203218.75,0.0,4,1,1,30347.0,19.0,0.0,0.0,4792,0
1316,2,74777.0,0.0,2,1,1,20630.0,8.0,0.0,0.0,5384,1
1317,1,203218.75,0.0,3,1,1,24630.0,17.0,0.0,0.0,5240,0
1318,0,22132.0,0.0,1,1,1,0.0,0.0,0.0,0.0,5150,0
1319,3,83508.0,0.0,1,1,1,11268.0,13.0,777.5,2.0,5069,1
